Rb;Istraživači;Predmet;NPP;Razred;Udžbenik;Lekcija;Negativni oblici ponašanja;Navedite šta;Univerzalne vrijednosti;Navedite šta;Partikularizacija vrijednosti;Sadržaji;Načini;Indikator 1;Aktivno učenje;Ne nudi se mogućnost diskusije;Indikator 2 ;Rješavanje problema;Puko pamćenje činjenica ;Indikator 3;Multiperspektivni pristup;Pristup samo jedne perspektive;Indikator 4;Diferencirani prikazi;Stereotipni prikazi;Napomena/komentar na lekciju
13;NV/AS;Jezik i književnost;S;9;JIK42;Sve će to narod pozlatiti (58) odlomak nebriga društva za ratne invalide;Da;rat, nasilje;Ne;;Ne;;;1;;dobra interpretativna pitanja / str. 61, 62, primjeri 12, 2a;2;;ne problematizira se rat kao način rješavanja sukoba (62) / ne problematizira se rat kao način rješavanja sukoba (62);0;;;0;;;(NV) “izdvoji izrazito potresne scene koje u nama ostavljaju težak utisak i bude najrazličitije asocijacije o veličini tragedije u životu.” 62 / (AS) evidentna kvalitetna analiza i povezanost sa gramatikom
14;NV/AS;Jezik i književnost;S;9;JIK42;Na bunaru (64) povratak prkosne djevojke patrijarharnim odnosima;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) zašto je ova priča, koja afirmiše patrijarhat, izabrana uopšte? Nije u NPP-u / (AS) uopće nema analize, nema ni izvora za sliku
15;NV/AS;Jezik i književnost;S;9;JIK42;Breza (78) odlomak umiranje bolesne djevojke, nevjeste;Da;egoizam, zaostalost, sujevjerje;Ne;uz primjer život, jednakost (str. 81, primjer 2);Ne;;;1;;dobra interpretativna pitanja, objašnjavaju se neki književni postupci / str. 81, 82, primjer 1, 2;1;;problematizuje se egoizam ukućana “Njegov (Markov) odnos je etički, moralno problematičan” 81) / problematizira se egoizam ukućana;0;;;0;;;(AS) štura biografija, nema slike pisca)
16;NV/AS;Jezik i književnost;S;9;JIK42;Dolap (85) nepromjenjivost radničke sudbine;Da;pesimizam;Da;život, jednakost AS-87-1;Ne;;;2;;ne analiza se pjesma / ne analiza se pjesma;2;;ne problematizuje se pesimizam / ne problematizuje se pesimizam;0;;;0;;;
17;NV/AS;Jezik i književnost;S;9;JIK42;Jefimija (88) patriotizam;Da;nasilje;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) uopće nema pitanja za analizu
18;NV/AS;Jezik i književnost;S;9;JIK42;Pismo Soje Čubrilove (89) socijalna pravda, siromaštvo seljaka;Da;siromaštvo;Da;pravda, život, jednakost;Da;teritorija NV-91;redukcija;2;;str. 91, 92 nameću se odgovori učenicima / uz primjer + dobra pitanja u vezi sa karakterizacijom likova;2;;ne problematizira se siromaštvo i socijalna nepravda / ne problematizira se siromaštvo i socijalna nepravda;0;;;0;;;(AS) šta znaš o Ćopićevom zavijačju i svijetu koji opisuje? (91) nebitno Ćopićeva biografija, mihizov tekst, nepotpisana, plagijat 
19;NV/AS;Jezik i književnost;S;9;JIK42;Modra rijeka (93) potreba za drugačijim, boljim svijetom;Ne;;Ne;;Ne;;;2;;str. 93, 94 loša interpretacija, nameću se odgovorti, skoro uopće nema pitanja za učenike / loša interpretacija;0;;;0;;;0;;;(NV) štura biografija. Zadatak loš
20;NV/AS;Jezik i književnost;S;9;JIK42;Kosa (97) nepovjerenje seljaka u čaršiju, državu, upućenost na sebe, svoje znanje, svoju snagu, svoju vještinu;Ne;;Ne;;Ne;;;1;;str. 101 primjeri 1, 2, 3, 3a / dobra pitanja u vezi s odnosom jezika i smisla;2;;ne dovodi se priča u vezu s iskustvom današnjih učenika (npr. Konzumezarizam, kupovina, standardi) / ne dovodi se priča u vezu s iskustvom današnjih učenika (npr. Konzumezarizam, kupovina, standardi);0;;;0;;;(NV) str. 98 ne koristi se prilika da se razgovara o konzumerizmu, reklamiama i općenit o učincima istih, kao i o mogućnostima manipulacije jezikom i slikom u savremenom društvu
21;NV/AS;Jezik i književnost;S;9;JIK42;Zar ne čuješ lavež pasa (103) nada, borba za spas sina;Ne;;Da;altruizam, odgvornost AS-106-2;Ne;;;1;;str. 106, primjer 3 / dobra pitanja u vezi s tekstom;2;;ne problematizira se tema / ne problematizira se tema priče - nada;0;;;0;;;(NV) na samom početku analize učenicima se daje zadatak, ali ne i jasne instrukcije kako to da urade, štura biografija, nema slike pisca 
22;NV/AS;Jezik i književnost;S;9;JIK42;Zagonetke (107);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) ne govori se o zagonetkama kako i zašto nastaju. Ne navodi se izvor slike
23;NV/AS;Jezik i književnost;S;9;JIK42;Strepnja (110) ljubav;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) str. 111 pirmjer 3 analiza slaba, krajnje površna. Učenicima se daju odgovori čime se onemogućava da samostalno dođu do zaključaka. Str. 111 pirmjer 2 ne vodi se računa o ravnomjernoj upotrebi muškog i ženskog roda
24;NV/AS;Jezik i književnost;S;9;JIK42;Ohridsko jezero (112);Ne;;Ne;;Ne;;;1;;str. 123 primjer 2 samo naznaka da postoji volaj za nešto kvalitetnijom analizom / postavljaju se konkretna pitanja u vezi s tekstom;2;;;2;;str. 114, 115, autori nameću svoj stav / prelijepi opisi jezera (114) nameće se ocjena;0;;;
25;NV/AS;Jezik i književnost;S;9;JIK42;Tišina (119) samoća, parnasovska;Ne;;Da;život AS-119-3;Ne;;;2;;str. 120 primjer 3 nameću se odgovori;2;;;0;;;2;;"str. 120, primjer 4 nameće se sud ""samoća je potrebna pjesnicima"" / samoća je potrebna pjesnicima (120)";
26;NV/AS;Jezik i književnost;S;9;JIK42;Srce (121) himna životu;Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) uopće se ne daje analiza
27;NV/AS;Jezik i književnost;S;9;JIK42;Iz srpske narodne lirike (122) narodna umjetnost;Ne;;Da;umjetnost;Da;tradicija, porijeklo;redukcija;2;;analiza je izostala;2;;;0;;;0;;;
28;NV/AS;Jezik i književnost;S;9;JIK42;Pjesma o keruši (123) nasilje nad životinjama, ubistvo;Da;nasilje;Ne;;Ne;;;2;;str. 124 primjer 1 od učenika se traži da pronađu argumente za tvrdnje autora. Primjer 4: autori sami rade analizu pjesme bez postavljanja pitanja učenicima/ suviše apstraktno tumačenje, bez analize;2;;ne problematizira se nasilje / (124);0;;;0;;;"(AS) ""sliku tragike jednog materinstva…"" (124) izbjegava se konkretan problem, nasilje nad životinjama"
29;NV/AS;Jezik i književnost;S;9;JIK42;U poznu jesen (126);Ne;;Ne;;Ne;;;2;;str. 127 primjeri 1, 2, 3, 4 analiza se svodi na uočavanje i prepoznavanje, rijetko pokušaj analize / uz pirmjer + dobra interpretativna pitanja;2;;str. 127, primjer 3 nameće se mišljenje bez namjere ravzoja kritičke svijesti;0;;;2;;"str. 158, primjer 4 Jesen nije uvijek sumorna…, … u to sumorno doba godine"" / 128";(AS) u to sumorno doba godine, misli se na jesen. 128 jesen nije uvijek sumorna, i nije svakome
30;NV/AS;Jezik i književnost;S;9;JIK42;Poslovice i poređenja (129);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;
31;NV/AS;Jezik i književnost;S;9;JIK42;Rastko (132);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) pjesma nije popraćena nikakvim pitanjima, konstatacijama, opaskama…
32;NV/AS;Jezik i književnost;S;9;JIK42;Memoari (133) sječa knezova;Da;nasilje, rat;Da;život;Da;prošlost;redukcija;2;;str. 136, primjer 1 / sugestivna pitanja, tendenciozno tumačenje;2;;"str. 136 ne problmeatizira se subjektivnost izvještavanja, niti histoijske okolnosti, niti drugi izvori / ""dva su morala u pitanju…"" (na čijoj su strani tvoje simpatije?) ne problematizira se subjektivnost izvještvanja, niti istrijske okolnosti, niti drugi izvori. angažuju se emocije đaka, a ne analitičnost";2;;"""šta misliš o takvim podlacima u životu?"" sugestivno, pristrano pitanje 136 / ""šta misliš o takvim podlacima u životu?"" sugestivno, pristrano pitanje 136";2;;"stereotipan prikaz muškarca / ""obrati pažnju na muško držanje talaca"" (136) stereotipne muško-ženske osobine";(NV) biografija glorifikuje pisca / (AS) biografija glorifikuje pisca
33;NV/AS;Jezik i književnost;S;9;JIK42;Početak bune protiv dahija (138) početak ustanka;Da;nasilje, rat;Da;sloboda;Da;historija, religija, tlo AS-141-2;mistifikacija;2;;ne analiza se epsko djelo / ne analiza se epsko djelo;2;;str. 141 primjer 1 ne postavlja se problem epskog doživljaja svijeta. Str. 140 ne problematizuje se sadržaj pjesme na način da se kazuje o običajima rata, ratnom zločinu, Ženevskoj konvenciji… / ne postavlja se problem odnosa epike prema istoriji, objektivnost epskog pjevača itd;0;;;0;;;(NV) str. 141, primjer 3, potiče se na emocionalni/nacionalni doživljaj stihova
34;NV/AS;Jezik i književnost;S;9;JIK42;O narodnim pjevačima (143) folklor;Ne;;Da;narodno stvaralaštvno, kultura;Da;jezik, prošlost, teritorija AS-147-2;redukcija, mistifikacija;2;;str. 147 primjer 1, puke činjenice a pitanja na nivou uočvanja / uz primjer + podstiču se đaci na upotrebe i analizu;2;;str. 147 primjer 2 / ne problematizira se (naprotiv) izjava: Pravi zavičaj je jezik;2;;nekritički odnos prema Vuku;0;;;"(AS) ""…šta mu je (Vuku) davalo roliku snagu da to izdrži…"" 147 mistifikacija"
35;NV/AS;Jezik i književnost;S;9;JIK42;Predgovor srpskom rječniku (149);Ne;;Ne;;Ne;;;2;;;2;;;0;;;0;;;(NV) tekst nije propraćen pitanjima za analizu
36;NV/AS;Jezik i književnost;S;9;JIK42;Seobe (151) odlomak ratne teškoće;Da;rat;Da;mir;Da;porijeklo, narod AS-154-1;redukcija;2;;str. 154, 155 izostala analiza u potpunosti, svodi se na prepričavanje / prepričavanje;0;;uz primjer - ne daje se kontekst;0;;;0;;;"(NV) zadatak da čitaju ""Seobe"" neprimjeren uzrastu učenika / (AS) zadatak da čitaju ""Seobe"" neprimjeren uzrastu đaka"
37;NV/AS;Jezik i književnost;S;9;JIK42;Nemušti jezik (156);Ne;;Da;nauka, znanje;Ne;;;1;;str. 155, primjer 1  / dobra pitanja;0;;uz primjer + zbog čega je saznavanje tajni prirode i svijeta trajnije bogatstvo od materijalnih dobara;0;;;0;;;
38;NV/AS;Jezik i književnost;S;9;JIK42;Zdravice (161);Ne;;Ne;;Ne;;;2;;;2;;str. 162, primjer 1;0;;;0;;;
39;NV/AS;Jezik i književnost;S;9;JIK42;Hasanaginica (163);Ne;;Ne;;Ne;;;1;;str. 164, primjeri 1, 2, 3 / ne objasni se o kakvom je stidu riječ;1;;"str. 165 problematizuje se patrijarhat / ""U čemu se sastoji nesreća ženskog, a u čemu muškog lika u baladi?"" 165 problematizuje se patrijathat";0;;uz primjer - sugestivnim epitetima (zlosrećni svatovi) nameće se perspektiva;0;;uz primjer - srce majčino nije izdržalo (inverzija, preuzima se diskuts folklora);
40;NV/AS;Jezik i književnost;S;9;JIK42;Balkanski špijun (166) odlomak;Ne;;Ne;;Ne;;;1;;str. 70, primjeri 1, 2, 3 / uz primjer - pitanja preteška na osnovu odlomka;0;;uz primejr 2 nejasno je zašto Ilija špijunira NEVINOG podstanara  (nije jasno ni da je nevin);0;;;0;;;
41;NV/AS;Jezik i književnost;S;9;JIK42;Deobe (174) odlomak, nasilje, rat;Da;zločin;Da;mir, sloboda;Da;porijeklo, jezik;redukcija, insinuacija;2;;str. 178 analiza na nivou prepričavanja / prepričavanje;0;;uz primjer  - ne objasni se kontkste, pa se ne može ni problematizirati nasilje;0;;;0;;;(NV) zadatak da učenici pročitaju Deobe neprimjeren njihovom uzrastu / (AS) zadatak da đaci pročitaju Deobe neprimjeren njihovom uzrastu
42;NV/AS;Jezik i književnost;S;9;JIK42;Skeledžija (180) solidarnost;Da;rat;Da;altruizam, solidarnost;Ne;;;1;;str. 182, primjeri 1, 2, 3 ;1;;uz primjer - ne ističe se slidarnost kao v4rijednost, savjest, altruizam;0;;;0;;;(AS) dobar zadatak da prepoznaju funkciju ilirskih dijelova (183)
43;NV/AS;Jezik i književnost;S;9;JIK42;Zidanje Skadra (184);Da;nasilje;Da;život;Ne;;;2;;pogrešna interpretacija, predviđa se da je i Goljkovica spremna žrtvovati druge umjesto sebe ;2;;str. 187, primjer 1 ne problematizira se nadilje nad ženom / ne problematizira se nasilje nad ženom;0;;uz primjer - nameće se kao jedino ispravno žrtvovanje ljudi i života za napredak;0;;;"(AS) ""Bojana, (…) granična rijeka između Jugoslavije i Albanije. Koje Jugoslavije?"
44;NV/AS;Jezik i književnost;S;9;JIK42;Zbogom mojih 15 godina (191) odlomak, neodredivo;Ne;;Ne;;Ne;;;1;;str. 195 primjer 1;2;;;0;;;0;;;(AS) štura biografija, nema slike pisca
45;NV/AS;Jezik i književnost;S;9;JIK42;Stojanka majka Knežopoljka  (196) odlomak, zazivanje na osvetu;Da;rat;Ne;;Ne;;;2;;izostala analiza / izostala analiza;2;;str. 198 ne problematizira se osvetoljubivost / nije objašnjen kontekst, ne zna se šta je bilo sa sinovima, ne problematizira se osvetoljubivost;2;;str. 198 primjer 4 autori nameću vrijednosni sud o poemi / sugeriše se vrijednost poeme;0;;;(NV) štura biografija, ne navode se književna djela pisca, ali se zato ističe da je nejpoznatiji prventstveno po ovoj pjesmi koja pjeva o stradanju Srba na Kozari tokom II sv. Rata
46;NV/AS;Jezik i književnost;S;9;JIK42;Kroz mećavu (200) odlomak, stradanje siromaha u oluji;Ne;;Ne;;Ne;;;1;;str. 207 iscrpna uputstva za analizu / iscrpna uputstva za analizu;0;;uz primjer - ne problematizira se uzrok tragedije, nemotivisana nagla propast (osim ako nije alegorija);0;;;0;;;
47;NV/AS;Jezik i književnost;S;9;JIK42;Ženidba Milića Barjaktara (209);Ne;;Ne;;Ne;;;1;;str. 213 analiziraju se jezički postupci / analizirju se jezički postupci;0;;uz primjer - ne definiše se problem, sudbina, uzrok i sl;0;;;0;;;
1;NI/NV;Jezik i književnost;B;6;JIK1;Predgovor;Ne;;Ne;;Ne;;;0;;;0;;;0;;;0;;;
2;NI/NV;Jezik i književnost;B;6;JIK1;"Lirika i epika; Narodna lirska pjesma";Ne;;Ne;;Ne;;;2;;NI-6-4;2;;NI-6-1, NI-6-2, NI-6-3, NI-6-5;2;;;0;;;"(NI) iako su primjeri već spomenuti, važno je naglasiti da, osim pukog navođenja sadržaja, autor ima nejasan stil; skoro da je nejasno šta želi reći. Posebno označeni dijelovi 6-1, 6-3. Samo jedna perspektiva (NV) loše objašnjenje stila"
3;NI/NV;Jezik i književnost;B;6;JIK1;Djevojka i behar;Ne;;Ne;;Ne;;;1;;;2;NI-7-1;NI-7-2, NI-7-3, NI-7-4, NI-7-5, NI-7-6;1;;;0;;;"(NI) ilustracija na 7. strani je grana sa lišćem i cvijećem (možda je i behar - nejasno je); ilustracija na 8. i 9. strani je preko čitave stranice, dijete koje pušta leptira i još desetine leptirića koji su podloga notnom zapisu pjesme Djevojka i behar. funkcija nije vidljiva. (NV) Ne objašnjava se riječ kita (behara), loše objašenjenje pojma stilske figure."
4;NI/NV;Jezik i književnost;B;6;JIK1;Zaspi, sine, zaspi, milovanje;Ne;;Ne;;Ne;;;2;;NV-9;0;;;2;NI-9;;0;;;(NI) napomena - u sadržaju udžbenika (174 strana) stoji da se pjesma na 9. strani zove Zaspi, sine Milovane, ali na devetoj strani je drugi naslov, Zaspi, sine, zaspi Milovanje / (NV) ne objašnjava se riječ kita (behara). loše objašnjene pojma stilske figure / (NV) razmislite o pjesmi i recite misli koje pjesma izaziva u vama. neka to budu misli o majci, o ljubavi, o smislu i ljepoti (9)
5;NI/NV;Jezik i književnost;B;6;JIK1;Sevdalinka;Ne;;Da;umjetnost;Da;tradicija;mistifikacija NV-10;2;;NI-10-2, NI-10-3;2;;NI-10-1, NI-10-4;2;;;0;;;(NI) primjer 10-4 prikazuje kako udbenik ne koristi đacima - u 6 redova spomenuto je 5 stilskih figura bez da je i za jednu naveden primjer, a i definiranje je loše. (NV) i danas je sevdalinka najljepši oblik narodne pjesme koja se pjeva i čuva u svom najljepšem izvornom obliku (10). Pristup samo jedne perspektive - reudkcija, samo bošnjački epski junaci.
6;NI/NV;Jezik i književnost;B;6;JIK1;Ašikovah tri godine dana;Ne;;Ne;;Ne;;;2;;NI-11-2, NI-11-3, NI-11-4, NI-11-5;2;;NI-11-1;2;;;0;;;(NI) Univerzalna vrijednost ravnopravnost (pozicija momka i djevojke u prošlosti - momak hoda, djevojka je zatvorena u kući).
7;NI/NV;Jezik i književnost;B;6;JIK1;Oj djevojko, džidžo moja;Ne;;Ne;;Ne;;;2;;;2;;;2;;;2;;NI-12;(NV) ljepotu sevdalinke, njenog jezika, a posebno njene metodičnosti i ritmičnosti, najbolje ćete osjetiti ako je pjevate (12). Pristup samo jedne perspektive - reudkcija, samo bošnjački epski junaci.
8;NI/NV;Jezik i književnost;B;6;JIK1;Epska narodna pjesma;Da;neravnopravnost NI-13-1, NI-13-2, NI-13-3;Ne;;Ne;;;2;;NI-13-4, NI-13-5, NI-13-6;2;;;2;;;2;;NV-13;"(NI) Neravnopravnost - u uvodnoj lekciji o epskim pjesmama kaže se:""naša narodna epika"" - 13-1, a onda se kao dva primjera navode epski junaci bošnjačke epike (13-2; 13-3) (NV) epski junaci su idealni junaci (13). redukcija, samo bošnjački epski junaci"
9;NI/NV;Jezik i književnost;B;6;JIK1;Alija opet zadobi preprošenu djevojku;Da;neravnopravnost;Da;sloboda ;Da;tradicija, patrijarhat;redukcija, ignorancija;2;;NI-16-4;2;;NI-16-5;2;;NI-16-1, NI-16-2;2;;NI-16-3;(NI) neravnopravnost (momci oko djevojke pregovaraju, njen glas se uopće ne čuje u pjesmi). Partikularizacija - patrijarhat (svedena je na slobodu muškarca da izabere sebi suprugu i da se s drugim muškarcima dogovara o tome). (NV) Alijina vjerenica nije u pjesmi opisana, ali se iz pjesme može naslutiti da je veoma lijepa. Objasnite po čemu se to može zaključiti? (16) ovo je po svemu neobična epska pjesma. U njoj nema boja ni megdana, nema opisa junaka i njegova svijetla odijela, niti ima opisa oružja junačkog (16). metodički besmisleno, dati pjesmu koja nije primjer za ono što djeca treba da shate
10;NI/NV;Jezik i književnost;B;6;JIK1;Opis epskog junaka;Da;neravnopravnost ;Ne;;Ne;;;2;;;0;;;2;;;0;;;(NI) neravnopravnost (tri primjera, sva tri opisa iz bošnjačke usmene književnosti) (NV) ne propituju se epski stereotipi
11;NI/NV;Jezik i književnost;B;6;JIK1;Svijet basne, anegdote, pripovijetke  i bajke;Ne;;Ne;;Ne;;;2;;NI-20-1, NI-20-2;2;;NI-20-3, NI-20-4, NI-20-5, NI-20-6;0;;;0;;NV-20;(NI) u označenom citatu 20-5 prepoznatljiva je pozitivna vrijednost, ali to je samo jedna rečenica bez bilo kakvog primjera i funkcionalnosti u rečenici. Nisam joj našao mjesto u tabeli / (NV) ljepota i zanimljivost pripovijedanja je ono što čini basne, anegdote, pripovijetke, bajke i druge vrste, o kojima sada ne govorimo, neprolaznim.. one nas uče i odgajaju (20)
12;NI/NV;Jezik i književnost;B;6;JIK1;Ero s onoga svijeta;Da;nepoštenje NV-22;Ne;;Ne;;;2;;NI-22-1, NI-22-2, NI-22-3;2;;NI-22-4, NI-22-5, NI-22-6, NI-23-1, NI-23-2;2;;;0;;;"(NI) kao antologijski može se uzeti citat 22-4 primjer glupe rečenice. Autor propušta ukazati na nejednakost, na razliku plemića i seljaka, te objasniti kako Erin postupak stiče simpatije čitatelja zato što je prevario imućnije i u društvu staleški ""vrijednije"" ljude / (NV) šta iz događaja opisanog u ovoj anegdoti saznajemo o prošlosti u kojoj se u anegdoti kazuje? (22) LIKOVI: lukavost je osobina koja može biti pozitivna i negativna, to zavisi od toga kakav je čovjek koji koristi svoju lukavost: pozitivan ili negativan (22) / (NI/NV) ne objasni se kontekst, patriotiski, u kojem Ero, kao predstavnik naroda, kažnjava turke. "
13;NI/NV;Jezik i književnost;B;6;JIK1;Lisica i gavran;Ne;;Ne;;Ne;;;1;NI-24-4, NI-24-5;;2;;NI-23-3 ;2;;NI-24-1, NI-24-2, NI-24-3;0;;;
14;NI/NV;Jezik i književnost;B;6;JIK1;Čudesni događaj;Ne;;Ne;;Ne;;;2;;;2;;NI-26-1, NI-26-2;0;;;0;;;
15;NI/NV;Jezik i književnost;B;6;JIK1;Umjetnička lirska pjesma;Ne;;Ne;;Ne;;;0;;;2;;NI-28-1, NI-28-2, NI-28-3, NI-28-4, NI-28-5, NI-28-7, NI-28-8, NI-28-9, NI-28-10;2;;NI-28-6;0;;;(NI) osim što samo iznosi podatke, bez da navodi primjere, autor đacima daje i potpuno besmislene rečenične konstrukcije, pogledati citate 28-3, 4, 5
16;NI/NV;Jezik i književnost;B;6;JIK1;Umjetnička proza;Ne;;Ne;;Ne;;;0;;;0;;NI-29-1, NI-29-2, NI-29-3, NI-29-4, NI-29-5;0;;;0;;;
17;NI/NV;Jezik i književnost;B;6;JIK1;Harfa;Ne;nejednakost NI-31-2;Ne;;Ne;;;2;NI-31-1;NI-30-1;2;;NI-30-2, NI-30-3;2;;NI-30-4;2;;NV-30;(NI) Pristup samo jedne perspektive - (30-4) kad se vidi šta je za autora čitanke ljubav (31--1) onda je nužno da će đaci tragati za takvim motivima ljubavne pjesme o harfi. (NV) koje je osjećanje u njima izraženo= (ljubav) kad je čovjek najsrećniji? (30)
18;NI/NV;Jezik i književnost;B;6;JIK1;Ljubavna pjesma sa tužnim završetkom;Ne;;Ne;;Ne;;;0;NI-34;;1;;NI-33;0;;;0;;NI-32;(NI) sve četiri ilustracije nefunkcionalne, interpretacija, opet, izbjegava suštinu, sadržaj i bavi se više oblikom pjesme. Na strani 52 dva su označena dijela - prvi je netačan i besmislen, drugi je glup. Uz primjer - (32) prezent glagola biti (puni i skraćeni oblik) autor pjesme je upotrijebio da bi napravio kineska imena - stereotipija da je iz bhs jezika riječi zvučno povezuju s kineskim imenima, bez da to ima ikakvo značenje
19;NI/NV;Jezik i književnost;B;6;JIK1;Slavuj;Ne;;Ne;;Ne;;;2;;;2;;NI-37;0;;;0;;;(NI) autor nije naglasio da je đacima ponudio odlomak Andersenove bajke. Pitanja u interpretaciji ničin đacima ne pokazuju da se radi o odlomku. U čitanci samo prvi dio djela Slavuj. Uopće nema drugog, bitnijeg dijela u kojem car bira umjetnog slavuja koji se ubrzo kvari. taj dio bi otvorio mogućnost da se govori o univerzalnim vrijednostima, ovako, đaci ostaju uskraćeni. uopće nema pitanja koja bi podstakla diskusiju, (37) sva su pitanja nižeg reda, odgovori postoje u tekstu (NV) nije naznačeno da je srkaćena priča, ne mogu se shvatiti motivacije likova.
