Šifra udžbenika;Kod;Primjer
HIP18;ER-158-3;Koje su zemlje tvorile Svetu ligu? Opiši tijek Velikog rata. Što je uzrokovalo habsburško povlačenje s dijela osvojenih područja? 
HIP18;ER-164-1;Bogaćenje Crkve i njezino uplitanje u političke borbe udaljilo ju je od glavne zadaće-navještanja evanđelja. 
HIP18;ER-165-1;Seljaci su u Lutherovim riječima vidjel, pziv za ukidanjem društvene nepravde...
HIP18;ER-165-2;U više navrata tijekom srednjeg vijeka Katolička je crkva zapadala u razdoblja krize, a njezino svećenstvo ponašalo se suprotno vjerskim i moralnim načelima koja su naučavali. Kao odgovor na takvo stanje njemački je redovnik Martin Luther početkom XVI. stoljeća pokrenuo reformaciju.
HIP18;ER-166-1;Oni su prvo zahvatili Njemačku, gdje su trajali sve do 1555., kada je potpisan vjersk mir u Augsburgu. 
HIP18;ER-166-2;Tada su katolici u Parizu i drugim francuskim gradovima izvršili masovne pokolje protestanata. Taj događaj u povijesti je poznat kao Bartolomejska noć.
HIP18;ER-167-1;Rat je na posljetku završio bez pobjednika te je 1648. potpisan Westfalski mir kojim je dogovoreno načelo vjerske tolerancije. 
HIP18;ER-168-1;Suzbijanje protestantizma i navještanje kršćanstva narodima Novog svijeta činilo je osnovu njihove djelatnosti. Prvi su cilj nastojali postići obrazovanjem širokih slojeva pučanstva te stoga osnivaju škole, gimnazije i sveučilišta u kojima se školuje mladež u katoličkom duhu. Na taj način isusovci su vodeći europski prosvjetitelji te najobrazovaniji ljudi svoga doba. I u Novom svijetu isusovci su se istaknuli u nastojanju da obrazuju domaće stanovništvo. U Južnoj Americi utemeljili su seoske zajednice - redukcije - u kojima su domoroce učili poljoprivredi, obrtu i trgovini. No interesi trgovaca robljem i glasine o nalazištima zlata navele su portugalske i španjolske vlasti da isusovce prognaju iz svojih kolonija, a redukcije ukinu. 
HIP18;ER-168-2;Tko je bio glavni nositelj katoličke obnove? 
HIP18;ER-169-1;Tko je bio nositelj katoličke obnove u Hrvatskoj?
HIP18;ER-180-1;To je u praksi značilo da su seljaci svoje proizvode prvo morali ponuditi na otkup svom gospodaru, koji bi ih otkupljivao po cijeni redovito nižoj od stvarne. Tako iznova otežan položaj seljaka dodatno su pogoršavale i osmanlijeske provale. Naime, na leđa seljaka bili su prebačeni troškovi uzdržavanja feudalnih odreda, a povećana im je i radna obveza za gradnju i popravak utvrda. 
HIP18;ER-180-2;Osveta pobjednika bila je strašna. Mnogi seljaci koji su preživjeli bunu bili su ubijeni ili osakaćeni, a njihov je vođa, za primjer ostalima, bio okrunjen užarenom željeznom krunom. 
HIP18;ER-180-4;Kako se razvoj robno-novčanoga gospodarstva odrazio na položaj seljaka?
HIP18;ER-18-2;Crkva, međutim nije o ustajala od svog poslanja e je među barbarskim plemenima nastojala širiti kršćanstvo. 
HIP18;ER-18-4;Njihova uloga u razvoju barbarskih država bila je stoga od velikog značaja, a njihovom zaslugom kršćanstvo je ugrađeno u temelje srednjovjekovne Europe. 
HIP18;ER-186-1;Osmanlijsko je Carstvo na taj način teritorijalno posve opkolilo Dubrovnik i tako ga zaštitilo od Venecije. Posljedice tog čina bile su dugoročno štetne za Hrvatsku, koja je otada ostala teritorijalno razdvojena u dva dijela. 
HIP18;ER-189-3;Premda Mađari to nisu htjeli priznati, Hrvatski je sabor donošenjem ovoga zakona pokazao svoju samostalnost od ugarskih državnih tijela. 
HIP18;ER-19-2;Rimski biskup zvao se papa i smatrao se nasljednlkom sv. Petra, prvoga rimskog biskupa. 
HIP18;ER-24-1;Većina je seljaka u početku razvoja feudalnih odnosa bila slobodna. 
HIP18;ER-24-2;Svoj posjed, koji bi pritom postao dasništvo njihova novog gospodara, nastavili bi obrađivati, ali ne više kao slobodni seljaci,već kao zavisni kmetovi. 
HIP18;ER-25-1;Kmetovi nisu smjeli mijenjati feudalca ni napuštati zemlju koju su obrađivali. Uza sve to, kmetovi su bili dužni obrađivati i zemlju svoga gospodara. Tu radnu obvezu nazivamo tlaka. 
HIP18;ER-25-2;Obveze seljaka: Svoje poreze seljak je morao plaćati na tri strane - feudalcu, Crkvi i vladaru.
HIP18;ER-27-1;Cehovi su ujedno bili i ustanove uzajamne pomoći pa su se tako, u slučaju bolesti ili smrti, brinuli o svakom pojedinom članu ceha i njegovoj obitelji. 
HIP18;ER-33-1;Njegov ionako težak život u velikoj su mjeri otežavali brojni ratovi koji su uzrokovali pustošenja zemlje i epidemije zaraznih bolesti. 
HIP18;ER-33-2;Ono malo domaćih životnja što su ih imali seljaci bi obično zaklali početkom zime kako bi osigurali hranu za hladne zimske mjesece. Odjeća seljaka bila je vrlo oskudna i sastojala se od grubog platna ili životinjske kože. Kuće u kojima su živjeli najčešće su bile drvene kolibe izdužena oblika. U njima se sjedne stane nalazio prostor u kojem je stanovala obitelj, dok se s druge strane nalazila štala za stoku. Zidovi kuće bili su napravljeni od šiblja, a pod je bio od gole zemIje. Namještaj su činili tek stol I klupa, škrinja za odjeću te slamnati madraci za spavanje. 
HIP18;ER-34-1;Žena nije bila ravnopravna muškarcu. Podvrgnuta vlasti oca i muža, ženi je prvenstveno bila namijenjena uloga majke i odgojiteljica djece.
HIP18;ER-35-1;Djeca inače nisu imala pravoga djetinjstva jer su već od malih nogu radili najteže poslove u polju i trgovini.
HIP18;ER-35-2;Djeca plemića bila su u znatno boljem položaju, iako se njihovo djetinjstvo u najvećoj mjeri sastojalo od vježbanja ratnih vještina. Djeca nisu imala posebne odjeće, već su se odijevala poput odraslih, a u umjetnosti su ih često prikazivali kao odrasle ljude niskog rasta. 
HIP18;ER-38-1;Srednjovjekovna književnost uglavnom slavi hrabrost vitezova, njihova vojnička djela, podvige, uljuđenost i ljubavne dogodovštine. Povijesni izvori, međutim, pojedine vitezove opisuju kao nasilne, bezobzirne vojnike koji sudjeluju u pljačkama, paležima i ubojstvima unoseći tako još veću nesigurnost u životnu svakodnevnicu.
HIP18;ER-45-1;Najstarija povijest Hrvata slabo je poznata i zbog nedostatka povijesnih izvora puna dvojbi. Povjesničari do danas nisu uspjeli u potpunosti razjasniti pravo podrijetlo Hrvata, kao ni značenje imena Hrvat.
HIP18;ER-45-2;Na taj način Hrvati spadaju među one europske narode koji su svojom bogatom kulturom od samih početaka sudjelovali u oblikovanju suvremene Europe. 
HIP18;ER-46-1;O doseljenju Hrvata i o najstarijoj hrvatskoj povijesti zna se vrlo malo. Iz izvještaja bizantskog cara Konstantina VII. Porfirogeneta (913. - 959.) zaključujemo da su Hrvati prije doseljenja živjeli u Bijeloj Hrvatskoj, oko grada Krakova u južnom dijelu današnje Poljske. 
HIP18;ER-48-1;U vrijeme doseljenja Hrvati su još uvijek vjerovali u više bogova koji su predstavjali prirodne sile i pojave. Nedugo nakon doseljenja upoznali su se s kršćanstvom, koje je među njih počelo prodirati iz dalmatinskih gradova. Međutim, prihvaćanje kršćanstva teklo je sporo jer se mnogi nisu željeli odreći svojih starih vjerovanja. Pokrštavanje većeg broja stanovništva započelo je početkom IX. stoljeća, kada su s franačkom vlašću u Hrvatsku stigli i njihovi misionari. Pokrštavanje je potrajalo sve do kraja istog stoljeća, a pučanstvo u zabačenim planinskim krajevima ostalo je nepokršteno još i dulje. Nekoliko sačuvanih spomenika, od kojih su svakako najpoznatiji kadionica iz Stare Vrlike i Višeslavova krstionica, svjedoče o tom razdoblju pokrštavanja na hrvatskim prostorima. 
HIP18;ER-49-1;Područje od rijeke Raše u Istri do rijeke Cetine naziva se Bijelom Hrvatskom, a od Cetine do rijeke Bojane, Crvenom Hrvatskom. U njoj su bile Neretvanska kneževina, Hum (današnja Hercegovina), Travunja i Duklja (današnja Crna Gora). 
HIP18;ER-51-1;Ed koga su Hrvati stekli pomorska Iskustva? Zbog čega dolazi do sukoba Hrvatske i Venecije? 
HIP18;ER-53-1;Premda malobrojni, povijesni izvori pokazuju da se hrvatski vladar Tomislav uspješno nosio sa svojim glavnim protivnicima - Mađarima, koji su prodirali sa sjevera, i Bugarima, koji su prijetili s istoka.
HIP18;ER-54-1;Porfirogenet koji navodi da krštena Hrvatska postavlja do 60000 konjanika, a do 100000 pješaštva i sagena (većih ratnih brodova) do 80 i kondura (manjih ratnih brodova) do 100. lako su same brojke pretjerane one svakako ukazuju kako je Hrvatska jaka država, a Tomislav vrlo cijenjen vladar.
HIP18;ER-60-1;Učvrstivši vlast na obali, Krešimir je, osvojivši najvjerojatnije i Bosnu, proširio i granice na kopnu, čime je Hrvatska za njegove vladavine bila prostorno najveća.
HIP18;ER-63-1;Poslije postignutog dogovora s hrvatskim plemstvom Koloman je 1102. u Biogradu bio okrunjen za hrvatskog kralja. Tim činom Hrvatska je stupila u državnu zajednicu s Ugarskom (Mađarskom). U toj zajednci Hrvatska je očuvala unutarnju samostalnost, dok ju je s Ugarskom povezivala tek osoba vladara. Takav oblik državne zajednice nazivamo personalna unija. Na hrvatskom prijestolju domaću je dinastiju zamijenila strana vladarska kuća Arpadovića, što je u srednjem vijeku bila sasvim uobičajena pojava. 
HIP18;ER-70-1;Razdoblje ranoga srednjeg vijeka obilježeno je primitivnom poljoprivredom, slabom trgovačkom razmjenom, nedovoljnom obrtničkom proizvodnjom te siromaštvom europskog pučanstva. Takvo stanje bilo je posljedicom ratnih razaranja i pustošenja u vrijeme seobe naroda, tijekom kojih je propao i velik broj dostignuća rimske civilizacije. 
HIP18;ER-70-3;Procvat Europe započeo je od sredine XI. stoljeća, u razdoblju razvijenoga srednjeg vijeka. On se osjećao na svim područjima života, od gospodarstva do kulture. Taj gospodarski procvat, koji je trajao do XIV. stoljeća, doveo je do velikog porasta europskog pučanstva. Od gotovo 30 milijuna ljudi koliko ih je bilo 1000. broj stanovnika Europe narastao je do 1300. na 75 milijuna. 
HIP18;ER-72-3;U dvije godine, koliko je trajala, kuga će usmrtiti više od jedne trećine cjelokupnoga europskog stanovništva. 
HIP18;ER-72-4;"U ""crnoj smrti"" mnogi su vidjeli znak Božje srdžbe te su se okrenuli molitvi i pokori. Drugi su krivnju za epidemiju pripisivali Židovima, optužujući ih kako su, u želji da iskorijene kršćane, otrovali sve bunare i izvore. Te su optužbe pokrenule val masovnih progona Židova širom Europe. "
HIP18;ER-74-1;Slijedeći učenje svojih utemeljitelja sv. Franje Asiškog i sv. Dominika, članovi tih redova, u želji da služe najsiromašnijima odbacili su svako bogatstvo. 
HIP18;ER-74-2;Svoja materijalna dobra koja je stekla a tijekom stoljeća Crkva je u velikoj mjeri koristila kako bi pružila pomoć i najugroženijim slojevima društva - siročadi, udovicama, bolesnima i siromašnima. Stoga se od ranoga srednjeg vijeka unutar samostanskih zidina osnivaju ustanove namijenjene njihovu zbrinjavanju. 
HIP18;ER-74-3;Crkva je proživljavala određena razdoblja krize, uzrokovana padom morala u vlastitim redovima i sukobima s vladarima, ali je uvijek pronalazila načina da iz tih neprilika izađe još snažnija. 
HIP18;ER-75-1;Skrb zajednice za siromašne ogleda se i u djelatnosti bratovština. To su bile udruge vjernika koje su, osim pružanja potpore svojim članovima, veliku brigu posvećivale i njegovanju pobožnosti te brizi za širomašne i bolesne. 
HIP18;ER-75-2;Opći gospodarski napredak Europe doveo je i do značajnog tehničkog napretka. On se očitovao u novim srednjovjekovnim izumima te u primjeni antičkih, kineskih i arapskih izuma. 
HIP18;ER-75-3;Veliko značenje za unaprjeđenje europske znanosti imala je kulturna razmjena europskog i arapskog svijeta. Arapi su naime sačuvali brojna djela grčkih i rimskih znanstvenika - astronoma, geografa, liječnika i filozofa - koja su u Europi uglavnom bila uništena ili zaboravljena tijekom seobe naroda. 
HIP18;ER-75-4;Na koji je način Crkva pomagala ugroženim slojevima društva? Objasni pojmove hospiciji, nahodišta i leprozoriji. Što su bratovštine i čime se bave? 
HIP18;ER-76-2;Kako se europsko-arapska kulturna razmjena odrazila na razvoj znanosti? Na koji se način Crkva uključila u znanstveni razvitak?
HIP18;ER-91-1;Među najvažnije događaje svjetske povijesti ubraja se nastanak islama, nove religije koju je osnovao prorok Muhamed početkom Vll. stoljeća. 
HIP18;ER-91-2;Arapska civilizacija, ostala na temeljima starijih civilizacija, odigrala je važnu ulog posrednika između novonastale europske kulture i starih antičkih kultura. Izumi poput papira, kompasa i baruta upravo će arapskim posredovanjem stići s istoka u Europu, a Arapi su na zapad donijeli i šećernu trsku, naranču, limun, pamuk i rižu. Doticaji arapske i kršćanske civilizacije, kako putem trgovačke, tako i kulturne razmjene, nikada nisu prekinuti, pa čak ni u vrijeme križarskih ratova. Oni su, dapače, još više pridonijeli razmjeni znanja između dvaju svjetova. Pitanje odnosa islama i kršćanstva upravo je u današnje vrijeme u središtu svjetskog zanimanja. 
HIP18;ER-92-1;Trgovac iz Meke, imenom Muhamed, živio je krajem VI. i početkom Vll. stoljeća. Upoznavši se s kršćanskom i židovskom vjerom koja je propovijedala vjeru u jednoga Boga, odlučio je utemeljiti novu vjeru koja će ujediniti dotad...
HIP18;ER-93-1;Kuran se sastoji od strofa ili ajata koje je, prema predaji, napisao sam prorok Muhamed. 
HIP18;ER-93-2;Muhamed je sebe smatrao Božjim prorokom. 
